detail_id,commodity,contract,trade_date,candidate_score,candidate_level,sample_status,trigger_reasons,main_reference_contract
JD|JD2412|2024-01-04,JD,JD2412,2024-01-04,0.0,none,invalid_lifecycle_edge,样本状态=生命周期边界无效,JD2402
JD|JD2411|2024-01-05,JD,JD2411,2024-01-05,60.0,medium,valid,结构失真,JD2402
JD|JD2404|2024-01-05,JD,JD2404,2024-01-05,13.0,none,valid,振幅异常,JD2402
JD|JD2407|2024-01-05,JD,JD2407,2024-01-05,13.0,none,valid,振幅异常,JD2402
JD|JD2402|2024-01-05,JD,JD2402,2024-01-05,4.0,none,valid,无明显触发项,JD2402
JD|JD2403|2024-01-05,JD,JD2403,2024-01-05,3.0,none,valid,无明显触发项,JD2402
JD|JD2405|2024-01-05,JD,JD2405,2024-01-05,3.0,none,valid,无明显触发项,JD2402
JD|JD2406|2024-01-05,JD,JD2406,2024-01-05,3.0,none,valid,无明显触发项,JD2402
JD|JD2401|2024-01-05,JD,JD2401,2024-01-05,0.0,none,valid,目标合约流动性偏弱,JD2402
JD|JD2408|2024-01-05,JD,JD2408,2024-01-05,0.0,none,valid,无明显触发项,JD2402
JD|JD2409|2024-01-05,JD,JD2409,2024-01-05,0.0,none,valid,无明显触发项,JD2402
JD|JD2410|2024-01-05,JD,JD2410,2024-01-05,0.0,none,valid,无明显触发项,JD2402
JD|JD2412|2024-01-05,JD,JD2412,2024-01-05,0.0,none,invalid_lifecycle_edge,样本状态=生命周期边界无效,JD2402
JD|JD2411|2024-01-08,JD,JD2411,2024-01-08,60.0,medium,valid,结构失真,JD2402
JD|JD2406|2024-01-08,JD,JD2406,2024-01-08,13.0,none,valid,振幅异常,JD2402
JD|JD2408|2024-01-08,JD,JD2408,2024-01-08,13.0,none,valid,振幅异常,JD2402
JD|JD2409|2024-01-08,JD,JD2409,2024-01-08,9.0,none,valid,振幅异常,JD2402
JD|JD2410|2024-01-08,JD,JD2410,2024-01-08,9.0,none,valid,振幅异常,JD2402
JD|JD2407|2024-01-08,JD,JD2407,2024-01-08,7.0,none,valid,无明显触发项,JD2402
JD|JD2401|2024-01-08,JD,JD2401,2024-01-08,0.0,none,valid,目标合约流动性偏弱,JD2402
JD|JD2402|2024-01-08,JD,JD2402,2024-01-08,0.0,none,valid,无明显触发项,JD2402
JD|JD2403|2024-01-08,JD,JD2403,2024-01-08,0.0,none,valid,无明显触发项,JD2402
JD|JD2404|2024-01-08,JD,JD2404,2024-01-08,0.0,none,valid,无明显触发项,JD2402
JD|JD2405|2024-01-08,JD,JD2405,2024-01-08,0.0,none,valid,无明显触发项,JD2402
JD|JD2412|2024-01-08,JD,JD2412,2024-01-08,0.0,none,invalid_insufficient_history,样本状态=历史样本不足,JD2402
JD|JD2411|2024-01-09,JD,JD2411,2024-01-09,44.0,low,valid,结构失真,JD2403
JD|JD2410|2024-01-09,JD,JD2410,2024-01-09,41.0,low,valid,振幅异常；结构失真,JD2403
JD|JD2409|2024-01-09,JD,JD2409,2024-01-09,27.0,none,valid,结构失真,JD2403
JD|JD2408|2024-01-09,JD,JD2408,2024-01-09,5.0,none,valid,无明显触发项,JD2403
JD|JD2402|2024-01-09,JD,JD2402,2024-01-09,0.0,none,valid,无明显触发项,JD2403
JD|JD2403|2024-01-09,JD,JD2403,2024-01-09,0.0,none,valid,无明显触发项,JD2403
JD|JD2404|2024-01-09,JD,JD2404,2024-01-09,0.0,none,valid,无明显触发项,JD2403
JD|JD2405|2024-01-09,JD,JD2405,2024-01-09,0.0,none,valid,无明显触发项,JD2403
JD|JD2406|2024-01-09,JD,JD2406,2024-01-09,0.0,none,valid,无明显触发项,JD2403
JD|JD2407|2024-01-09,JD,JD2407,2024-01-09,0.0,none,valid,无明显触发项,JD2403
JD|JD2412|2024-01-09,JD,JD2412,2024-01-09,0.0,none,invalid_insufficient_history,样本状态=历史样本不足,JD2403
JD|JD2402|2024-01-10,JD,JD2402,2024-01-10,20.0,none,valid,振幅异常,JD2403
JD|JD2411|2024-01-10,JD,JD2411,2024-01-10,20.0,none,valid,振幅异常,JD2403
JD|JD2401|2024-01-10,JD,JD2401,2024-01-10,0.0,none,valid,目标合约流动性偏弱,JD2403
JD|JD2403|2024-01-10,JD,JD2403,2024-01-10,0.0,none,valid,无明显触发项,JD2403
JD|JD2404|2024-01-10,JD,JD2404,2024-01-10,0.0,none,valid,无明显触发项,JD2403
JD|JD2405|2024-01-10,JD,JD2405,2024-01-10,0.0,none,valid,无明显触发项,JD2403
JD|JD2406|2024-01-10,JD,JD2406,2024-01-10,0.0,none,valid,无明显触发项,JD2403
JD|JD2407|2024-01-10,JD,JD2407,2024-01-10,0.0,none,valid,无明显触发项,JD2403
JD|JD2408|2024-01-10,JD,JD2408,2024-01-10,0.0,none,valid,无明显触发项,JD2403
JD|JD2409|2024-01-10,JD,JD2409,2024-01-10,0.0,none,valid,无明显触发项,JD2403
JD|JD2410|2024-01-10,JD,JD2410,2024-01-10,0.0,none,valid,无明显触发项,JD2403
JD|JD2412|2024-01-10,JD,JD2412,2024-01-10,0.0,none,invalid_insufficient_history,样本状态=历史样本不足,JD2403
JD|JD2408|2024-01-11,JD,JD2408,2024-01-11,20.0,none,valid,振幅异常,JD2403
JD|JD2409|2024-01-11,JD,JD2409,2024-01-11,20.0,none,valid,振幅异常,JD2403
JD|JD2410|2024-01-11,JD,JD2410,2024-01-11,20.0,none,valid,振幅异常,JD2403
JD|JD2411|2024-01-11,JD,JD2411,2024-01-11,20.0,none,valid,振幅异常,JD2403
JD|JD2407|2024-01-11,JD,JD2407,2024-01-11,17.0,none,valid,振幅异常,JD2403
JD|JD2405|2024-01-11,JD,JD2405,2024-01-11,13.0,none,valid,振幅异常,JD2403
JD|JD2404|2024-01-11,JD,JD2404,2024-01-11,7.0,none,valid,无明显触发项,JD2403
JD|JD2402|2024-01-11,JD,JD2402,2024-01-11,4.0,none,valid,无明显触发项,JD2403
JD|JD2406|2024-01-11,JD,JD2406,2024-01-11,4.0,none,valid,无明显触发项,JD2403
JD|JD2401|2024-01-11,JD,JD2401,2024-01-11,0.0,none,valid,目标合约流动性偏弱,JD2403
JD|JD2403|2024-01-11,JD,JD2403,2024-01-11,0.0,none,valid,无明显触发项,JD2403
JD|JD2412|2024-01-11,JD,JD2412,2024-01-11,0.0,none,invalid_insufficient_history,样本状态=历史样本不足,JD2403
JD|JD2403|2024-01-12,JD,JD2403,2024-01-12,52.0,medium,valid,振幅异常；结构失真,JD2403
JD|JD2408|2024-01-12,JD,JD2408,2024-01-12,13.0,none,valid,振幅异常,JD2403
JD|JD2405|2024-01-12,JD,JD2405,2024-01-12,12.0,none,valid,无明显触发项,JD2403
JD|JD2410|2024-01-12,JD,JD2410,2024-01-12,8.0,none,valid,振幅异常,JD2403
JD|JD2401|2024-01-12,JD,JD2401,2024-01-12,0.0,none,valid,目标合约流动性偏弱,JD2403
JD|JD2402|2024-01-12,JD,JD2402,2024-01-12,0.0,none,valid,无明显触发项,JD2403
JD|JD2404|2024-01-12,JD,JD2404,2024-01-12,0.0,none,valid,无明显触发项,JD2403
JD|JD2406|2024-01-12,JD,JD2406,2024-01-12,0.0,none,valid,无明显触发项,JD2403
JD|JD2407|2024-01-12,JD,JD2407,2024-01-12,0.0,none,valid,无明显触发项,JD2403
JD|JD2409|2024-01-12,JD,JD2409,2024-01-12,0.0,none,valid,无明显触发项,JD2403
JD|JD2411|2024-01-12,JD,JD2411,2024-01-12,0.0,none,valid,无明显触发项,JD2403
JD|JD2412|2024-01-12,JD,JD2412,2024-01-12,0.0,none,invalid_insufficient_history,样本状态=历史样本不足,JD2403
JD|JD2410|2024-01-15,JD,JD2410,2024-01-15,50.0,medium,valid,结构失真,JD2403
JD|JD2411|2024-01-15,JD,JD2411,2024-01-15,45.0,low,valid,结构失真,JD2403
JD|JD2405|2024-01-15,JD,JD2405,2024-01-15,40.0,low,valid,结构失真,JD2403
JD|JD2407|2024-01-15,JD,JD2407,2024-01-15,40.0,low,valid,结构失真,JD2403
JD|JD2408|2024-01-15,JD,JD2408,2024-01-15,29.0,none,valid,结构失真,JD2403
JD|JD2409|2024-01-15,JD,JD2409,2024-01-15,29.0,none,valid,结构失真,JD2403
JD|JD2403|2024-01-15,JD,JD2403,2024-01-15,24.0,none,valid,结构失真,JD2403
JD|JD2404|2024-01-15,JD,JD2404,2024-01-15,24.0,none,valid,结构失真,JD2403
JD|JD2402|2024-01-15,JD,JD2402,2024-01-15,0.0,none,valid,无明显触发项,JD2403
JD|JD2406|2024-01-15,JD,JD2406,2024-01-15,0.0,none,valid,无明显触发项,JD2403
JD|JD2412|2024-01-15,JD,JD2412,2024-01-15,0.0,none,invalid_insufficient_history,样本状态=历史样本不足,JD2403
JD|JD2404|2024-01-16,JD,JD2404,2024-01-16,40.0,low,valid,结构失真,JD2403
JD|JD2401|2024-01-16,JD,JD2401,2024-01-16,19.0,none,valid,结构失真；目标合约流动性偏弱,JD2403
JD|JD2405|2024-01-16,JD,JD2405,2024-01-16,12.0,none,valid,无明显触发项,JD2403
JD|JD2407|2024-01-16,JD,JD2407,2024-01-16,12.0,none,valid,无明显触发项,JD2403
JD|JD2402|2024-01-16,JD,JD2402,2024-01-16,0.0,none,valid,无明显触发项,JD2403
JD|JD2403|2024-01-16,JD,JD2403,2024-01-16,0.0,none,valid,无明显触发项,JD2403
JD|JD2406|2024-01-16,JD,JD2406,2024-01-16,0.0,none,valid,无明显触发项,JD2403
JD|JD2408|2024-01-16,JD,JD2408,2024-01-16,0.0,none,valid,无明显触发项,JD2403
JD|JD2409|2024-01-16,JD,JD2409,2024-01-16,0.0,none,valid,无明显触发项,JD2403
JD|JD2410|2024-01-16,JD,JD2410,2024-01-16,0.0,none,valid,无明显触发项,JD2403
JD|JD2411|2024-01-16,JD,JD2411,2024-01-16,0.0,none,valid,无明显触发项,JD2403
JD|JD2412|2024-01-16,JD,JD2412,2024-01-16,0.0,none,invalid_insufficient_history,样本状态=历史样本不足,JD2403
JD|JD2403|2024-01-17,JD,JD2403,2024-01-17,7.0,none,valid,无明显触发项,JD2403
JD|JD2405|2024-01-17,JD,JD2405,2024-01-17,7.0,none,valid,无明显触发项,JD2403
JD|JD2402|2024-01-17,JD,JD2402,2024-01-17,3.0,none,valid,无明显触发项,JD2403
JD|JD2404|2024-01-17,JD,JD2404,2024-01-17,0.0,none,valid,无明显触发项,JD2403
JD|JD2406|2024-01-17,JD,JD2406,2024-01-17,0.0,none,valid,无明显触发项,JD2403
JD|JD2407|2024-01-17,JD,JD2407,2024-01-17,0.0,none,valid,无明显触发项,JD2403
JD|JD2408|2024-01-17,JD,JD2408,2024-01-17,0.0,none,valid,无明显触发项,JD2403
JD|JD2409|2024-01-17,JD,JD2409,2024-01-17,0.0,none,valid,无明显触发项,JD2403
JD|JD2410|2024-01-17,JD,JD2410,2024-01-17,0.0,none,valid,无明显触发项,JD2403
JD|JD2411|2024-01-17,JD,JD2411,2024-01-17,0.0,none,valid,无明显触发项,JD2403
JD|JD2412|2024-01-17,JD,JD2412,2024-01-17,0.0,none,invalid_insufficient_history,样本状态=历史样本不足,JD2403
JD|JD2409|2024-01-18,JD,JD2409,2024-01-18,20.0,none,valid,振幅异常,JD2403
JD|JD2410|2024-01-18,JD,JD2410,2024-01-18,11.0,none,valid,振幅异常,JD2403
JD|JD2408|2024-01-18,JD,JD2408,2024-01-18,7.0,none,valid,无明显触发项,JD2403
JD|JD2411|2024-01-18,JD,JD2411,2024-01-18,4.0,none,valid,无明显触发项,JD2403
JD|JD2402|2024-01-18,JD,JD2402,2024-01-18,0.0,none,valid,无明显触发项,JD2403
JD|JD2403|2024-01-18,JD,JD2403,2024-01-18,0.0,none,valid,无明显触发项,JD2403
JD|JD2404|2024-01-18,JD,JD2404,2024-01-18,0.0,none,valid,无明显触发项,JD2403
JD|JD2405|2024-01-18,JD,JD2405,2024-01-18,0.0,none,valid,无明显触发项,JD2403
JD|JD2406|2024-01-18,JD,JD2406,2024-01-18,0.0,none,valid,无明显触发项,JD2403
JD|JD2407|2024-01-18,JD,JD2407,2024-01-18,0.0,none,valid,无明显触发项,JD2403
JD|JD2412|2024-01-18,JD,JD2412,2024-01-18,0.0,none,invalid_insufficient_history,样本状态=历史样本不足,JD2403
JD|JD2402|2024-01-19,JD,JD2402,2024-01-19,13.0,none,valid,振幅异常,JD2403
JD|JD2407|2024-01-19,JD,JD2407,2024-01-19,12.0,none,valid,无明显触发项,JD2403
JD|JD2401|2024-01-19,JD,JD2401,2024-01-19,0.0,none,invalid_lifecycle_edge,样本状态=生命周期边界无效,JD2403
JD|JD2403|2024-01-19,JD,JD2403,2024-01-19,0.0,none,valid,无明显触发项,JD2403
JD|JD2404|2024-01-19,JD,JD2404,2024-01-19,0.0,none,valid,无明显触发项,JD2403
JD|JD2405|2024-01-19,JD,JD2405,2024-01-19,0.0,none,valid,无明显触发项,JD2403
JD|JD2406|2024-01-19,JD,JD2406,2024-01-19,0.0,none,valid,无明显触发项,JD2403
JD|JD2408|2024-01-19,JD,JD2408,2024-01-19,0.0,none,valid,无明显触发项,JD2403
JD|JD2409|2024-01-19,JD,JD2409,2024-01-19,0.0,none,valid,无明显触发项,JD2403
JD|JD2410|2024-01-19,JD,JD2410,2024-01-19,0.0,none,valid,无明显触发项,JD2403
JD|JD2411|2024-01-19,JD,JD2411,2024-01-19,0.0,none,valid,无明显触发项,JD2403
JD|JD2412|2024-01-19,JD,JD2412,2024-01-19,0.0,none,invalid_insufficient_history,样本状态=历史样本不足,JD2403
JD|JD2412|2024-01-22,JD,JD2412,2024-01-22,60.0,medium,valid,结构失真,JD2403
JD|JD2402|2024-01-22,JD,JD2402,2024-01-22,37.0,low,valid,振幅异常；结构失真,JD2403
JD|JD2401|2024-01-22,JD,JD2401,2024-01-22,0.0,none,invalid_lifecycle_edge,样本状态=生命周期边界无效,JD2403
JD|JD2403|2024-01-22,JD,JD2403,2024-01-22,0.0,none,valid,无明显触发项,JD2403
JD|JD2404|2024-01-22,JD,JD2404,2024-01-22,0.0,none,valid,无明显触发项,JD2403
JD|JD2405|2024-01-22,JD,JD2405,2024-01-22,0.0,none,valid,无明显触发项,JD2403
JD|JD2406|2024-01-22,JD,JD2406,2024-01-22,0.0,none,valid,无明显触发项,JD2403
JD|JD2407|2024-01-22,JD,JD2407,2024-01-22,0.0,none,valid,无明显触发项,JD2403
JD|JD2408|2024-01-22,JD,JD2408,2024-01-22,0.0,none,valid,无明显触发项,JD2403
JD|JD2409|2024-01-22,JD,JD2409,2024-01-22,0.0,none,valid,无明显触发项,JD2403
JD|JD2410|2024-01-22,JD,JD2410,2024-01-22,0.0,none,valid,无明显触发项,JD2403
JD|JD2411|2024-01-22,JD,JD2411,2024-01-22,0.0,none,valid,无明显触发项,JD2403
JD|JD2402|2024-01-23,JD,JD2402,2024-01-23,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2403|2024-01-23,JD,JD2403,2024-01-23,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2404|2024-01-23,JD,JD2404,2024-01-23,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2405|2024-01-23,JD,JD2405,2024-01-23,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2406|2024-01-23,JD,JD2406,2024-01-23,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2407|2024-01-23,JD,JD2407,2024-01-23,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2408|2024-01-23,JD,JD2408,2024-01-23,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2409|2024-01-23,JD,JD2409,2024-01-23,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2410|2024-01-23,JD,JD2410,2024-01-23,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2411|2024-01-23,JD,JD2411,2024-01-23,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2412|2024-01-23,JD,JD2412,2024-01-23,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2401|2024-01-24,JD,JD2401,2024-01-24,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2402|2024-01-24,JD,JD2402,2024-01-24,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2403|2024-01-24,JD,JD2403,2024-01-24,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2404|2024-01-24,JD,JD2404,2024-01-24,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2405|2024-01-24,JD,JD2405,2024-01-24,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2406|2024-01-24,JD,JD2406,2024-01-24,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2407|2024-01-24,JD,JD2407,2024-01-24,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2408|2024-01-24,JD,JD2408,2024-01-24,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2409|2024-01-24,JD,JD2409,2024-01-24,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2410|2024-01-24,JD,JD2410,2024-01-24,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2411|2024-01-24,JD,JD2411,2024-01-24,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2412|2024-01-24,JD,JD2412,2024-01-24,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2401|2024-01-25,JD,JD2401,2024-01-25,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2402|2024-01-25,JD,JD2402,2024-01-25,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2403|2024-01-25,JD,JD2403,2024-01-25,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2404|2024-01-25,JD,JD2404,2024-01-25,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2405|2024-01-25,JD,JD2405,2024-01-25,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2406|2024-01-25,JD,JD2406,2024-01-25,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2407|2024-01-25,JD,JD2407,2024-01-25,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2408|2024-01-25,JD,JD2408,2024-01-25,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2409|2024-01-25,JD,JD2409,2024-01-25,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2410|2024-01-25,JD,JD2410,2024-01-25,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2411|2024-01-25,JD,JD2411,2024-01-25,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2412|2024-01-25,JD,JD2412,2024-01-25,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2401|2024-01-26,JD,JD2401,2024-01-26,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2402|2024-01-26,JD,JD2402,2024-01-26,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2403|2024-01-26,JD,JD2403,2024-01-26,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2404|2024-01-26,JD,JD2404,2024-01-26,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2405|2024-01-26,JD,JD2405,2024-01-26,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2406|2024-01-26,JD,JD2406,2024-01-26,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2407|2024-01-26,JD,JD2407,2024-01-26,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2408|2024-01-26,JD,JD2408,2024-01-26,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2409|2024-01-26,JD,JD2409,2024-01-26,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2410|2024-01-26,JD,JD2410,2024-01-26,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2411|2024-01-26,JD,JD2411,2024-01-26,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2412|2024-01-26,JD,JD2412,2024-01-26,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2402|2024-01-29,JD,JD2402,2024-01-29,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2403|2024-01-29,JD,JD2403,2024-01-29,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2404|2024-01-29,JD,JD2404,2024-01-29,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2405|2024-01-29,JD,JD2405,2024-01-29,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2406|2024-01-29,JD,JD2406,2024-01-29,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2407|2024-01-29,JD,JD2407,2024-01-29,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2408|2024-01-29,JD,JD2408,2024-01-29,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2409|2024-01-29,JD,JD2409,2024-01-29,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2410|2024-01-29,JD,JD2410,2024-01-29,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2411|2024-01-29,JD,JD2411,2024-01-29,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2412|2024-01-29,JD,JD2412,2024-01-29,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2501|2024-01-29,JD,JD2501,2024-01-29,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
JD|JD2402|2024-01-30,JD,JD2402,2024-01-30,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=生命周期边界无效,JD2403
