检测器版本,参数档,验证状态,事件编号,交易日,事件时间,区间均价确认结束时间,品种,合约,事件开始序号,事件锚点开始序号,事件锚点结束序号,事件结束序号,触发原因,合理价,合理价不确定性_跳,有效参考合约数,参考合约列表,价差基线最少样本数,噪声样本数,噪声覆盖秒数,最新成交价,区间成交均价,末笔向下偏离_跳,末笔向下偏离_基点,区间均价向下偏离_跳,区间均价向下偏离_基点,一秒合并成交均价,一秒合并均价向下偏离_跳,末笔触发阈值_跳,区间均价触发阈值_跳,突发偏离_跳,区间增量成交量,区间增量成交额,事件成交量,名义成交额缺口,回归标签,可见末笔恢复确认秒数,区间均价恢复确认秒数,买一恢复确认秒数,数据质量标记
aggregated-tick-v1,AUTO_INFERRED_V1,validated,BU2604|21:37:04.000,20260325,21:37:04.000,,BU,BU2604,2224000,3946,3946,2224000,visible_execution_drop,4462.0,0.7413,5,"BU2606,BU2609,BU2605,BU2607,BU2612",20,371,290.0,4433.0,4444.279411764705,29.0,64.99327655759748,17.7205882352946,39.71445144620037,,,20.0,20.0,25.0,68.0,3022110.0,68.0,12050.000000000327,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|22:04:11.000,20260324,22:04:11.000,22:04:12.000,PX,PX605,3851000,6931,6932,3851000,interval_execution_drop,9520.0,6.6716999999999995,5,"PX609,PX606,PX607,PX608,PX610",20,245,290.0,9510.0,9083.532567049808,5.0,10.504201680672267,218.23371647509612,458.47419427541206,9172.415584415585,173.7922077922076,24.5064,20.0,209.73371647509612,522.0,4741604.0,522.0,227836.00000000035,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|22:04:45.000,20260324,22:04:45.000,22:04:46.000,PX,PX605,3885000,6996,6997,3885000,interval_execution_drop,9521.0,4.4478,5,"PX609,PX606,PX607,PX608,PX610",20,250,290.0,9518.0,9211.35,1.5,3.150929524209642,154.82499999999982,325.2284423905048,9262.169712793731,129.4151436031334,20.0,20.0,151.32499999999982,680.0,6263718.0,680.0,210561.99999999977,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|22:10:28.000,20260324,22:10:28.000,22:10:29.000,PX,PX605,4228000,7639,7640,4228000,interval_execution_drop,9454.0,0.7413,4,"PX609,PX607,PX608,PX610",20,270,290.0,9448.0,9382.825745682889,3.0,6.346519991537973,35.58712715855563,75.28480465105909,9394.372372372372,29.813813813813795,20.0,20.0,32.58712715855563,1274.0,11953720.0,1274.0,90675.99999999977,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX609|21:18:29.000,20260324,21:18:29.000,21:18:30.000,PX,PX609,1109000,1902,1903,1109000,interval_execution_drop,9416.0,1.4826,5,"PX605,PX606,PX607,PX608,PX610",20,105,289.0,9424.0,9029.92857142857,-4.0,-8.496176720475786,193.03571428571468,410.016385483676,9262.590163934428,76.70491803278674,20.0,30.373599999999996,193.03571428571468,28.0,252838.0,28.0,10810.000000000022,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX609|21:22:43.000,20260324,21:22:43.000,21:22:44.000,PX,PX609,1363000,2304,2305,1363000,interval_execution_drop,9389.0,2.2239,5,"PX605,PX606,PX607,PX608,PX610",20,107,290.0,9390.0,8939.692307692309,-0.5,-1.0650761529449355,224.65384615384573,478.5469084116429,9187.52,100.73999999999978,20.0,64.5256,224.65384615384573,26.0,232432.0,26.0,11681.999999999978,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX609|21:36:04.000,20260324,21:36:04.000,21:36:05.000,PX,PX609,2164000,3510,3511,2164000,interval_execution_drop,9370.5,1.11195,5,"PX605,PX606,PX607,PX608,PX610",20,113,290.0,9370.0,8863.888888888889,0.25,0.5335894562723441,253.30555555555569,540.644694638612,9024.64,172.9300000000003,20.7216,28.303999999999995,253.30555555555569,36.0,319100.0,36.0,18238.000000000007,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX609|21:38:38.000,20260324,21:38:38.000,21:38:39.000,PX,PX609,2318000,3758,3758,2318000,interval_execution_drop,9354.0,2.9652,5,"PX605,PX606,PX607,PX608,PX610",20,108,290.0,9356.0,9125.94366197183,-1.0,-2.138122728244601,114.0281690140846,243.80621982913107,9215.28,69.35999999999967,21.7216,20.0,114.0281690140846,71.0,647942.0,71.0,16192.000000000013,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SC2605|09:49:19.000,20260325,09:49:19.000,,SC,SC2605,46159000,42813,42813,46159000,visible_execution_drop,698.2999999999998,6.671700000004044,5,"SC2606,SC2607,SC2608,SC2609,SC2604",20,255,290.0,696.0,696.8363636363637,22.99999999999841,32.93713303737421,14.636363636361692,20.959993751054988,,,20.0,20.0,17.916666666664582,22.0,15330400.0,22.0,32199.999999995725,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA605|21:03:44.000,20260324,21:03:44.000,21:03:45.000,TA,TA605,224000,489,490,224000,interval_execution_drop,6697.0,1.4826,5,"TA609,TA606,TA607,TA701,TA608",20,145,214.0,6700.0,6291.484764542936,-1.5,-4.4796177392862475,202.75761772853184,605.5177474347673,6388.276923076923,154.36153846153866,20.0,41.803999999999995,202.75761772853184,361.0,2271226.0,361.0,146391.0,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA605|21:04:34.000,20260324,21:04:34.000,21:04:35.000,TA,TA605,274000,589,590,274000,interval_execution_drop,6719.0,0.7413,5,"TA609,TA606,TA607,TA701,TA608",20,195,264.0,6718.0,6414.4731182795695,0.5,1.488316713796696,152.26344086021527,453.2324478649063,6476.612005856516,121.19399707174216,20.0,42.7692,151.76344086021527,558.0,3579276.0,558.0,169926.00000000023,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA605|21:05:54.000,20260324,21:05:54.000,21:05:55.000,TA,TA605,354000,749,750,354000,interval_execution_drop,6709.0,1.4826,5,"TA609,TA606,TA607,TA701,TA608",20,275,290.0,6712.0,6381.578767123287,-1.5,-4.471605306304964,163.71061643835628,488.03284077614035,6512.328193832599,98.33590308370049,20.0,31.873599999999996,163.71061643835628,584.0,3726842.0,584.0,191214.00000000015,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA605|21:12:16.000,20260324,21:12:16.000,21:12:17.000,TA,TA605,736000,1511,1512,736000,interval_execution_drop,6696.0,0.7413,5,"TA609,TA606,TA607,TA701,TA608",20,288,290.0,6694.0,6306.598639455782,1.0,2.986857825567503,194.7006802721089,581.5432505140649,6374.476517754868,160.76174112256604,20.0,54.6648,193.7006802721089,735.0,4635350.0,735.0,286210.0000000001,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA606|21:04:58.000,20260324,21:04:58.000,21:04:59.000,TA,TA606,298000,582,583,298000,interval_execution_drop,6721.0,0.7413,5,"TA605,TA609,TA607,TA701,TA608",20,146,288.0,6720.0,6331.6,0.5,1.4878738282993602,194.69999999999985,579.3780687397704,6377.928571428572,171.53571428571422,20.0,23.5128,194.69999999999985,25.0,158290.0,25.0,9734.99999999999,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA606|21:05:16.000,20260324,21:05:16.000,21:05:17.000,TA,TA606,316000,618,619,316000,interval_execution_drop,6700.0,0.7413,5,"TA605,TA609,TA607,TA701,TA608",20,155,290.0,6700.0,6537.36,0.0,0.0,81.32000000000016,242.74626865671692,6596.823529411765,51.58823529411757,20.0,23.0128,80.82000000000016,50.0,326868.0,50.0,8132.000000000016,quote_only_recovered_3s,,8.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA606|21:05:32.000,20260324,21:05:32.000,21:05:33.000,TA,TA606,332000,649,650,332000,interval_execution_drop,6705.0,1.4826,5,"TA605,TA609,TA607,TA701,TA608",20,164,290.0,6706.0,6293.04,-0.5,-1.4914243102162563,205.98,614.4071588366891,6602.243243243243,51.37837837837833,20.0,28.443199999999997,205.98,25.0,157326.0,25.0,10299.0,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA606|21:05:37.000,20260324,21:05:37.000,21:05:38.000,TA,TA606,337000,659,660,337000,interval_execution_drop,6715.0,1.4826,5,"TA605,TA609,TA607,TA701,TA608",20,168,290.0,6714.0,6614.047619047619,0.5,1.4892032762472078,50.47619047619037,150.3386164592416,6646.037037037037,34.481481481481296,20.0,28.443199999999997,50.47619047619037,84.0,555580.0,84.0,8479.999999999982,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA606|21:07:34.000,20260324,21:07:34.000,21:07:35.000,TA,TA606,454000,888,889,454000,interval_execution_drop,6713.0,0.7413,5,"TA605,TA609,TA607,TA701,TA608",20,152,290.0,6712.0,6371.555555555556,0.5,1.48964695367198,170.72222222222217,508.631676514888,6577.48717948718,67.75641025641016,20.0,21.5128,170.72222222222217,36.0,229376.0,36.0,12291.999999999996,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA606|21:11:02.000,20260324,21:11:02.000,21:11:03.000,TA,TA606,662000,1280,1281,662000,interval_execution_drop,6738.0,1.4826,5,"TA605,TA609,TA607,TA701,TA608",20,140,290.0,6736.0,6556.10752688172,1.0,2.96823983377857,90.94623655913983,269.95024208708764,6584.275229357798,76.8623853211011,20.0,69.5256,89.69623655913983,93.0,609718.0,93.0,16916.000000000007,quote_only_recovered_3s,,4.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA607|21:08:22.000,20260324,21:08:22.000,21:08:23.000,TA,TA607,502000,955,956,502000,interval_execution_drop,6717.0,0.0,5,"TA605,TA609,TA606,TA701,TA608",20,105,290.0,6718.0,6338.846153846154,-0.5,-1.4887598630340926,189.07692307692287,562.9802682058147,6618.659090909091,49.170454545454504,20.0,29.5128,189.07692307692287,26.0,164810.0,26.0,9831.999999999987,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA607|21:08:32.000,20260324,21:08:32.000,21:08:33.000,TA,TA607,512000,975,976,512000,interval_execution_drop,6725.0,0.0,5,"TA605,TA609,TA606,TA701,TA608",20,107,289.0,6718.0,6545.709677419355,3.5,10.408921933085502,89.64516129032245,266.60271015709276,6639.854838709677,42.57258064516145,20.0,29.5128,89.64516129032245,62.0,405834.0,62.0,11115.999999999984,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA608|22:51:51.000,20260324,22:51:51.000,22:51:52.000,TA,TA608,6711000,11152,11153,6711000,interval_execution_drop,6514.0,0.0,5,"TA605,TA609,TA606,TA607,TA701",20,107,290.0,6510.0,6351.906976744186,2.0,6.140620202640467,81.04651162790697,248.83792332793053,6366.6277372262775,73.68613138686123,20.0,20.0,80.04651162790697,129.0,819396.0,129.0,20909.999999999996,quote_only_recovered_3s,,,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA609|21:04:11.000,20260324,21:04:11.000,21:04:12.000,TA,TA609,251000,534,535,251000,interval_execution_drop,6604.0,0.7413,5,"TA605,TA606,TA607,TA701,TA608",20,164,241.0,6602.0,6267.363636363636,1.0,3.0284675953967293,168.31818181818198,509.7461593524591,6343.890909090909,130.0545454545454,20.0,67.4908,168.31818181818198,88.0,551528.0,88.0,29624.00000000003,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA609|21:05:44.000,20260324,21:05:44.000,21:05:45.000,TA,TA609,344000,719,720,344000,interval_execution_drop,6597.0,2.2239,5,"TA605,TA606,TA607,TA701,TA608",20,251,290.0,6592.0,6411.884615384615,2.5,7.579202667879339,92.55769230769238,280.6054033884868,6460.315789473684,68.34210526315792,20.0,37.803999999999995,89.30769230769238,208.0,1333672.0,208.0,38504.00000000003,quote_only_recovered_3s,,8.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA609|21:13:02.000,20260324,21:13:02.000,21:13:03.000,TA,TA609,782000,1552,1553,782000,interval_execution_drop,6582.0,2.2239,5,"TA605,TA606,TA607,TA701,TA608",20,222,290.0,6582.0,6232.524390243902,0.0,0.0,174.7378048780488,530.9565629840438,6441.088319088319,70.45584045584064,20.0,44.303999999999995,174.7378048780488,164.0,1022134.0,164.0,57314.0,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA609|21:56:09.000,20260324,21:56:09.000,21:56:10.000,TA,TA609,3369000,5950,5951,3369000,interval_execution_drop,6552.0,1.4826,5,"TA605,TA606,TA607,TA701,TA608",20,138,290.0,6550.0,6251.175,1.0,3.0525030525030523,150.4124999999999,459.13461538461513,6299.655913978495,126.17204301075252,20.0,20.0,150.4124999999999,400.0,2500470.0,400.0,120329.99999999993,truncated,,,,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA609|22:08:00.000,20260324,22:08:00.000,22:08:01.000,TA,TA609,4080000,7199,7200,4080000,interval_execution_drop,6506.0,0.7413,5,"TA605,TA606,TA607,TA701,TA608",20,181,290.0,6504.0,6311.304940374787,1.0,3.074085459575776,97.34752981260635,299.2546259225526,6428.4518664047155,38.77406679764226,20.0,20.0,96.34752981260635,587.0,3704736.0,587.0,114285.99999999984,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA701|21:03:24.000,20260324,21:03:24.000,21:03:25.000,TA,TA701,204000,389,390,204000,interval_execution_drop,6245.0,1.4826,5,"TA605,TA609,TA606,TA607,TA608",20,111,194.0,6264.0,6000.0,-9.5,-30.424339471577262,122.5,392.3138510808647,6024.666666666667,110.16666666666652,20.0,28.47799999999999,122.5,11.0,66000.0,11.0,2695.0,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA701|21:04:07.000,20260324,21:04:07.000,21:04:08.000,TA,TA701,247000,466,467,247000,interval_execution_drop,6251.0,0.7413,5,"TA605,TA609,TA606,TA607,TA608",20,146,237.0,6272.0,5922.8,-10.5,-33.59462486002239,164.0999999999999,525.0359942409211,5956.363636363636,147.31818181818198,20.0,41.803999999999995,164.0999999999999,10.0,59228.0,10.0,3281.999999999998,quote_only_recovered_3s,,6.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA701|21:05:06.000,20260324,21:05:06.000,21:05:07.000,TA,TA701,306000,557,558,306000,interval_execution_drop,6246.0,1.11195,5,"TA605,TA609,TA606,TA607,TA608",20,186,290.0,6260.0,5980.615384615385,-7.0,-22.414345180915788,132.69230769230762,424.8873124953814,6141.037037037037,52.481481481481296,20.0,28.443199999999997,132.69230769230762,13.0,77748.0,13.0,3449.999999999998,quote_only_recovered_3s,,4.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA701|21:05:16.000,20260324,21:05:16.000,21:05:17.000,TA,TA701,316000,575,576,316000,interval_execution_drop,6231.0,2.9652,5,"TA605,TA609,TA606,TA607,TA608",20,193,290.0,6240.0,6052.666666666667,-4.5,-14.443909484833895,89.16666666666652,286.2033916439304,6159.636363636364,35.68181818181802,20.0,27.943199999999997,89.16666666666652,18.0,108948.0,18.0,3209.9999999999945,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA701|21:38:46.000,20260324,21:38:46.000,21:38:47.000,TA,TA701,2326000,3411,3412,2326000,interval_execution_drop,6217.0,0.7413,5,"TA605,TA609,TA606,TA607,TA608",20,158,290.0,6226.0,5936.127659574468,-4.5,-14.47643557986167,140.43617021276577,451.7811491483538,5942.958333333333,137.02083333333348,20.0,20.0,140.43617021276577,47.0,278998.0,47.0,13200.999999999982,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA701|21:40:20.000,20260324,21:40:20.000,21:40:21.000,TA,TA701,2420000,3545,3546,2420000,interval_execution_drop,6222.0,1.11195,5,"TA605,TA609,TA606,TA607,TA608",20,157,290.0,6230.0,6074.545454545455,-4.0,-12.857602057216328,73.72727272727252,236.98898337278212,6106.377358490566,57.811320754717144,20.0,20.0,73.72727272727252,88.0,534560.0,88.0,12975.999999999964,quote_only_recovered_3s,,4.0,1.0,
